主键:纳税人识别号,纳税人名称,行业门类,行业大类,行业中类,行业,注册地址,生产经营地址,法定代表人姓名,登记开业日期,街道乡镇,经营范围,注册资本（元）,从业人数,法人手机号,财务人员姓名,财务人员手机号,2017Q1发票核定数量,2017Q1开票数,2017Q1开票金额,2017Q1开票税率,2017Q1开票税额,2017Q1入库税额,2017Q1进项金额,2017Q1进项税率,2017Q2发票核定数量,2017Q2开票数,2017Q2开票金额,2017Q2开票税率,2017Q2开票税额,2017Q2入库税额,2017Q2进项金额,2017Q2进项税率,2017Q3发票核定数量,2017Q3开票数,2017Q3开票金额,2017Q3开票税率,2017Q3开票税额,2017Q3入库税额,2017Q3进项金额,2017Q3进项税率,2017Q4发票核定数量,2017Q4开票数,2017Q4开票金额,2017Q4开票税率,2017Q4开票税额,2017Q4入库税额,2017Q4进项金额,2017Q4进项税率,2018Q1发票核定数量,2018Q1开票数,2018Q1开票金额,2018Q1开票税率,2018Q1开票税额,2018Q1入库税额,2018Q1进项金额,2018Q1进项税率,2018Q2发票核定数量,2018Q2开票数,2018Q2开票金额,2018Q2开票税率,2018Q2开票税额,2018Q2入库税额,2018Q2进项金额,2018Q2进项税率,2018Q3发票核定数量,2018Q3开票数,2018Q3开票金额,2018Q3开票税率,2018Q3开票税额,2018Q3入库税额,2018Q3进项金额,2018Q3进项税率,2018Q4发票核定数量,2018Q4开票数,2018Q4开票金额,2018Q4开票税率,2018Q4开票税额,2018Q4入库税额,2018Q4进项金额,2018Q4进项税率,2019Q1发票核定数量,2019Q1开票数,2019Q1开票金额,2019Q1开票税率,2019Q1开票税额,2019Q1入库税额,2019Q1进项金额,2019Q1进项税率,2019Q2发票核定数量,2019Q2开票数,2019Q2开票金额,2019Q2开票税率,2019Q2开票税额,2019Q2入库税额,2019Q2进项金额,2019Q2进项税率,2019Q3发票核定数量,2019Q3开票数,2019Q3开票金额,2019Q3开票税率,2019Q3开票税额,2019Q3入库税额,2019Q3进项金额,2019Q3进项税率,2019Q4发票核定数量,2019Q4开票数,2019Q4开票金额,2019Q4开票税率,2019Q4开票税额,2019Q4入库税额,2019Q4进项金额,2019Q4进项税率,异常
37d0b499fb84a552c17fcbb1442d7895,芜湖市联软销售有限公司,批发和零售业,批发业,食品、饮料及烟草制品批发,酒、饮料及茶叶批发,芜湖市镜湖区吉园小区3#楼,芜湖市镜湖区吉园小区3#楼,甘占宽,2017/8/19 0:00,芜湖市镜湖区滨江公共服务中心,预包装食品、散装食品批发与零售，食用农产品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,2000000,5,2817cbafc6f3a026cfacacb706b56592,刘霞,0f6f88ae097a32386a97343bf4f5398e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,60,5982048.27,0.06,358922.9,358922.9,5553518.69,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,88,8764144.41,0.17,1489904.55,1113675.6,6270482.44,0.06,0,0,0,0,0,0,0,0,119,95,9464380.98,0.11,1041081.91,619060.6,7033688.51,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0084ae4bc24c0795d1e6a4f58444d39b,芜湖市天益资销售有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,化肥批发,芜湖市镜湖区香格里拉花园52号09,芜湖市镜湖区香格里拉花园52号09,陈红斌,2018/5/10 0:00,芜湖市镜湖区天门山公共服务中心,化肥销售。,5000000,5,8bedaa2c5b5b18afb7d8acc530bd082c,李畅,341440cb73e995749f039e1bb1a69b82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,5003208.45,0.03,150096.25,150096.25,2945679.05,0.03,0
6c349155b122aa8ad5c877007e05f24f,芜湖市趋势工程有限公司,建筑业,建筑安装业,管道和设备安装,管道和设备安装,芜湖市镜湖区侨鸿国际商城1301,芜湖市镜湖区侨鸿国际商城1301,温垂权,2018/5/6 0:00,芜湖市镜湖区滨江公共服务中心,消防工程施工；智能建筑设计；制冷空调设备、电器设备、舞台灯光音响设备、电子计算机网络工程安装；安防工程设计、施工（以上经营范围涉及资质的，凭资质证经营）。,1000000,5,c96e05747f5527171624e717feebe6fb,姚建华,baf9c8e4546effd191b2ef7b28a1cbee,45,38,3719089.37,0.06,223145.36,0,2876378.76,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,78,7731912.16,0.11,850510.34,144029.05,4155772.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b9b05072dd20d1cc3e54607b84c889b,芜湖市趋势5香樟家政有限责任公司,居民服务、修理和其他服务业,居民服务业,其他居民服务业,其他居民服务业,新芜区赭山西路39号,新芜区赭山西路39号,苏宝环,2017/7/27 0:00,芜湖市镜湖区赭山公共服务中心,装饰、装璜设计服务，清洗保洁、家电维修、家政服务、家教服务、日用品销售。,500000,10,688c97c2541e616e09174fa6394fa77c,梁文,36ef2b58f3de249a14fab059a03857c3,0,0,0,0,0,0,0,0,45,42,4151316.39,0.11,456644.8,228564.32,3801341.31,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,62,6176724.98,0.11,679439.75,0,4358217.8,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,5764019.18,0.11,634042.11,360347.65,4561574.25,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14e422f05b68cc0139988e128ee880df,芜湖市富罳工贸有限公司,批发和零售业,批发业,其他批发业,其他未列明批发业,芜湖市黄山东路新华文沁苑1幢5单元401室,芜湖市黄山东路新华文沁苑1幢5单元401室,鲍昭世,2017/1/14 0:00,芜湖市镜湖区滨江公共服务中心,自营和代理各类商品及技术的进出口业务（但国家限定公司经营或禁止进出口的商品和技术除外），机电产品（除小轿车）生产、销售，经营来料加工和"三来一补"业务。,500000,5,b87472f3b0577228e535bd628c9f3ba3,黄桂英,9341d03912ff4547bf442cd4087dfdba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,68,6756672.1,0.03,202700.16,202700.16,4860588.16,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,2644852.32,0.06,158691.14,158691.14,1723199.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9b4ec2eb4ab7b1b9c3392bb5388119d,芜湖市合联电子科技有限公司,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息系统集成服务,信息系统集成服务,芜湖市镜湖区融汇中江广场Ｈ＃楼２５１１,芜湖市镜湖区融汇中江广场H#楼2511,张俊,2017/5/7 0:00,芜湖市镜湖区滨江公共服务中心,弱电智能系统开发，计算机硬件销售；安防工程、楼宇智能化工程设计、施工；网络设备安装与维护；门禁考勤机销售。,500000,4,e817b130e28fefdd06290985d7d73a10,顾旭,77bb4bd0f65031100bab30d8f21b10ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,65,6468832.35,0.17,1099701.5,352975.17,4392507.82,0.17,42,25,2468869.97,0.11,271575.7,73668,1799160.9,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,100,9944121.79,0.06,596647.31,0,9730740.85,0.17,159,98,9712514.13,0.17,1651127.4,1651127.4,5594252.05,0.03,36,27,2646000.2,0.17,449820.03,111524.26,1989975.12,0.17,0,0,0,0,0,0,0,0,19,10,993422.61,0.17,168881.84,84373.77,768255.24,0.11,0
2e2c080d5490760af59d0baf5acbb84e,芜湖市明腾服务有限公司,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,数字内容服务,芜湖市镜湖区汇金广场B1416,芜湖市镜湖区汇金广场B1416,桑路路,2017/12/2 0:00,芜湖市镜湖区滨江公共服务中心,在软件和信息技术领域内接受金融机构委托从事金融信息技术外包，金融业务流程外包、金融知识流程外包，投资管理，投资咨询（证券、期货咨询除外）（以上范围涉及前置许可的除外）；软件开发、销售；平面设计；计算机系统集成；POS机批发零售。,5000000,2,8209256bcb7b3047124e40cce07bb8df,丁凤兰,fc04c07f2ed0618922cb7de64ba598bc,0,0,0,0,0,0,0,0,59,34,3387697.63,0.06,203261.86,0,2000371.2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,85,8412798.76,0.11,925407.86,925407.86,7319231.27,0.03,0,0,0,0,0,0,0,0,56,37,3667628.65,0.11,403439.15,403439.15,2655437.21,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88855547570f7ff053fff7c54e5148cc,芜湖市立信电子资源回收有限公司,批发和零售业,批发业,其他批发业,再生物资回收与批发,芜湖市镜湖区莲塘小区五组团商住楼1-102,芜湖市镜湖区莲塘小区五组团商住楼1-102,徐朋,2017/12/5 0:00,芜湖市镜湖区汀棠公共服务中心,废旧金属、废旧机电设备、废旧塑料回收与销售；建筑拆除（上述范围涉及前置许可的除外）。,5080000,4,a1424d64217975bc691129b86f4807d6,王燕,0ad3e6f04f6a5e1b0b227cc9b5825c17,161,92,9179895.67,0.11,1009788.52,408843.6,5463135.66,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,76,7510296.13,0.11,826132.57,590245.49,3931451.43,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,71,7019116.53,0.06,421146.99,0,5706063.98,0.11,0
f2bff080785c76aa81dbaffce7dea0ad,芜湖市开发区世创工程有限公司,建筑业,建筑装饰和其他建筑业,建筑装饰业,建筑装饰业,芜湖市镜湖区镜湖万达广场2#楼804,芜湖市镜湖区镜湖万达广场2#楼804,张羽繁,2018/12/18 0:00,芜湖市镜湖区滨江公共服务中心,室内外装饰工程、水电安装工程、园林绿化工程设计、施工（以上范围涉及资质的凭资质证经营），装饰材料销售,1000000,7,c018df52e9ada6a81d3a2fa03ca0964d,崔雷,7d66b911e515466dcfbc3245a5848fbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,1934205.52,0.11,212762.61,44342.88,990704.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,100,9949972.58,0.11,1094496.98,53036.45,6126238.46,0.17,0
6e16656a6ee1de7232164767ccfa7920,芜湖市雨林木风计算机料科技有限公司,制造业,化学原料和化学制品制造业,涂料、油墨、颜料及类似产品制造,颜料制造,安徽省芜湖市鸠江经济开发区万春大道4#厂房,安徽省芜湖市鸠江经济开发区万春大道4#厂房,朱梅,2018/10/14 0:00,芜湖市镜湖区天门山公共服务中心,新型颜料、铝制品、铝银浆、助剂的研发、加工与销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,1000000,3,29233e582664b58bc5596505d9d40503,萧红,6709d7a4a3e28f837b3a27762b7d2d7d,0,0,0,0,0,0,0,0,81,60,5950520.1,0.11,654557.21,64565.33,5363562.6,0.11,102,98,9758118.74,0.11,1073393.06,1073393.06,8743527.33,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,9949039.29,0.06,596942.36,0,8160811.7,0.11,0,0,0,0,0,0,0,0,39,25,2419643.2,0.11,266160.75,136778.56,2156369.87,0.06,0,0,0,0,0,0,0,0,0
29ddbdb402491a6aa97964a8139a1356,芜湖市飞利信设备销售有限公司,批发和零售业,批发业,机械设备、五金产品及电子产品批发,五金产品批发,芜湖市镜湖区香樟城市花园９幢１－１０１,芜湖市镜湖区香樟城市花园9幢1-101,陈俊杰,2017/12/27 0:00,芜湖市镜湖区汀棠公共服务中心,电子产品销售，五金建材、电器设备、电线电缆、仪器仪表、电讯器材、机电设备及配件、机械设备及配件、服饰、纺织品销售，机械设备（特种设备除外）安装调试、维修服务。,500000,5,8332e578c18f8b6608e231dce4fe9183,李浩,82734cfc9c48281d189f4ea3e1f9fedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,59,5888587.7,0.11,647744.65,38091.36,5542302.58,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,69,6882160.22,0.03,206464.81,0,4422368.28,0.06,0
0668e20b3c9e9185b04b3d2a9dc8fa2d,芜湖市银嘉商务有限公司,批发和零售业,批发业,纺织、服装及家庭用品批发,厨房、卫生间用具及日用杂货批发,芜湖市镜湖区观澜路1号滨江商务楼24层2418,芜湖市镜湖区观澜路1号滨江商务楼24层2418,汪晓东,2017/2/18 0:00,芜湖市镜湖区汀棠公共服务中心,日用品、渔具、钓具、户外用品、体育用品、服装鞋帽批发零售（含网上经营）；计算机软硬件及网络设备的研发。,100000,4,f5d088b9c33d3722868a32f7a25e3de2,杨娟,7d190c1612024672bd72e642b83c65b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,94,9324111.81,0.17,1585099.01,975586.5,5541022.77,0.11,114,79,7830988.01,0.03,234929.64,0,6014772.21,0.11,0,0,0,0,0,0,0,0,77,45,4492398.38,0.03,134771.95,0,4421527.45,0.11,13,9,881413.68,0.03,26442.41,0,594326.13,0.11,34,19,1814119.56,0.17,308400.33,3089.57,1795945.6,0.17,0,0,0,0,0,0,0,0,61,38,3769280.82,0.06,226156.85,226156.85,2268897.92,0.03,0,0,0,0,0,0,0,0,0
2517756c5a9be6ac007fe9bb7fb92611,芜湖市创汇食品营销有限公司汇源专卖店,批发和零售业,批发业,矿产品、建材及化工产品批发,石油及制品批发,青山街8-5号,青山街8-5号,李连禹,2017/3/3 0:00,芜湖市镜湖区滨江公共服务中心,饮料、食品、土产日杂销售。,5000000,2,9742b00cf677fbb358d7d4e540dcfe4b,谢俊,d270af8b21e2cb3c7a2aec696a364750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,2395836.98,0.06,143750.22,0,2356747.07,0.17,0,0,0,0,0,0,0,0,46,29,2878667.37,0.06,172720.04,2053.58,1551513.26,0.11,0
131f383b434fdf48079bff1e44e2d9a5,芜湖市商软冠联品商贸有限公司,批发和零售业,零售业,食品、饮料及烟草制品专门零售,营养和保健品零售,芜湖市镜湖区吉和北路８６号狮子山庄２号门面,芜湖市镜湖区吉和北路86号狮子山庄2号门,余彩云,2017/11/23 0:00,芜湖市镜湖区滨江公共服务中心,预包装食品批发（许可证有效期至2014年11月23日）；日用百货销售。,500000,5,e63e46b79fdb045e237b467ec70b3bb3,姜想,1a0dd47d42863d1970fdcf5a9a54b843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,78,7723728.57,0.06,463423.71,463423.71,6148291.57,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31ca0ca71184bbdb3de7b20a51e88e90,芜湖市富罳管理有限公司,租赁和商务服务业,商务服务业,企业管理服务,投资与资产管理,芜湖市镜湖区吉园小区3#楼301室,芜湖市镜湖区吉园小区3#楼301室,施继伟,2018/7/8 0:00,芜湖市镜湖区滨江公共服务中心,投资管理，物业管理（凭资质证经营），资产管理，实业投资，投资咨询（证券、期货投资咨询除外），商务信息咨询，市场调查咨询，在软件和信息技术领域内接受金融机构委托从事金融业务流程外包（上述经营范围涉及前置许可的除外），仓储服务（除危险品），矿产品，五金交电、日用百货、化妆品、珠宝首饰、工艺礼品（除文物）、服务鞋帽、针纺织品、汽车及汽车零配件的销售，自营和代理各类商品及技术的进出口业务（但国家限定工地经营或禁止进出口的商品和技术除外）。,100000000,5,030c6ade974dae1059206ac442c49b2f,杜建华,32dd0bf7f368978df3788d5f1b5bf4b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,2607193.32,0.06,156431.6,0,1929167.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a11654ad1e1e48352252859ff3032a0,芜湖市海创贸有限公司,批发和零售业,批发业,机械设备、五金产品及电子产品批发,五金产品批发,安徽省芜湖市镜湖区镜街99金鼎1313,安徽省芜湖市镜湖区镜街99金鼎1313,袁刚,2017/6/20 0:00,芜湖市镜湖区滨江公共服务中心,劳保用品、五金交电、日用百货、针纺织品、包装材料、塑胶制品、工艺品（除文物）、服装鞋帽、电子产品、文化用品（除图书）、办公用品、通讯器材、机电设备、建筑材料、装潢材料、陶瓷制品、电脑及配件、钢材、预包装食品兼散装食品的批发、零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,500000,4,c41093e6642b772e78e58fa19151764b,顾伟,b87630234c57191e3ac020ba7dba7ed9,0,0,0,0,0,0,0,0,43,35,3440050.6,0.06,206403.04,54104.36,2538311.32,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,62,6144838.53,0.06,368690.31,0,5346814.87,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621fbd17da27241c58015eabe4164a52,芜湖市快讯油贸易有限公司,批发和零售业,批发业,其他批发业,其他未列明批发业,芜湖市镜湖区方村街道东埂村,芜湖市镜湖区方村街道东埂村,徐修俊,2018/12/6 0:00,方村街道,食用农产品销售；机械零部件加工、销售。,200000,7,7a7bb62b4e36eb9bb9880f4596bd96fb,江桂珍,17e709220867331ae099666db22e583c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,3380352.86,0.03,101410.59,0,3112779.66,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,97,9684835.05,0.06,581090.1,581090.1,9448338.63,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,2492317.67,0.06,149539.06,9511.26,2333796.68,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8643c8e2107ba86c47371e037059c4b7,芜湖市通际名联管理有限公司,租赁和商务服务业,商务服务业,咨询与调查,市场调查,芜湖市镜湖区中山大厦1-502,芜湖市镜湖区中山大厦1-502,沈明刚,2018/5/17 0:00,芜湖市镜湖区大砻坊公共服务中心,投资管理、投资咨询（证劵、期货咨询除外），商务信息咨询（以上范围涉及前置许可的除外）,600000,4,93541543147c936a655ea88cc046ae3a,阎凯,410cf5888e10c665c1f9f15b036d4a23,0,0,0,0,0,0,0,0,76,53,5238050.74,0.03,157141.52,0,5074672.33,0.11,101,70,6930979.91,0.11,762407.79,762407.79,4260489.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,3686975.22,0.06,221218.51,58310.94,2715126.24,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ed36a8485e30937b99c0d247e9c3832,芜湖市精芯技术有限公司,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,工程和技术研究和试验发展,芜湖市镜湖区融汇中江广场H#楼2615,芜湖市镜湖区融汇中江广场H#楼2615,潘旗军,2018/1/25 0:00,芜湖市镜湖区滨江公共服务中心,从事计算机领域内的技术开发、技术服务、技术咨询，电脑及配件、电脑耗材、通讯器材、网络设备、数码产品、五金交电、电子产品、电线电缆、电动工具、家用电器、机电设备、办公用品销售；网络工程、通讯工程施工（以上经营范围凭资质证经营）；计算机系统集成。,5000000,3,6a81fa84ea3d44b5909e06898d8bd6c2,王琳,99d372761edfd74f4a6f25f3fe9640f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,100,9977605.14,0.17,1696192.87,1696192.87,6500485.84,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,85,8406488.38,0.17,1429103.02,1429103.02,7219018.03,0.03,0,0,0,0,0,0,0,0,0
dbb422937d7ff56e049d61da730b3e11,芜湖市立信电子贸易有限公司,批发和零售业,批发业,矿产品、建材及化工产品批发,金属及金属矿批发,芜湖市九华北路338号三塘工业园A栋4-410室,芜湖市九华北路338号三塘工业园A栋4-410室,阮树森,2017/9/19 0:00,湾里街道,钢材、建筑材料、五金交电、装饰材料、日用品销售；仓储服务（除化危品），金属制品加工，电脑软件研发。,5000000,8,7f6a892816b6eae78af34f96eea8df1d,王娜,97f0ee42f8f989f3bf795825fd0eca25,0,0,0,0,0,0,0,0,47,40,3947149.47,0.11,434186.44,434186.44,3088509.17,0.03,0,0,0,0,0,0,0,0,154,86,8571072.55,0.11,942817.98,430764.73,4655029.51,0.11,128,68,6714958.84,0.11,738645.47,181000.82,5069496.85,0.11,0,0,0,0,0,0,0,0,60,48,4763242.02,0.03,142897.26,0,3042363.5,0.06,43,42,4178983.6,0.11,459688.2,268935.52,3179211.3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6463c88460bd63bbe256e495c63aa40b,芜湖市时空盒数字销售服务有限公司,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,汽车零配件零售,芜湖市营盘山路（原人民路）人行宿舍1幢1楼,芜湖市营盘山路（原人民路）人行宿舍1幢1楼,徐丽,2018/9/29 0:00,芜湖市镜湖区赭麓公共服务中心,汽车（双龙品牌汽车销售）及零部件的销售;汽车装璜配套服务;建材、百货销售。,3000000,10,b904d265d98783f2756d5d396ecb9507,孟静,8b496ab26ccf80269f96113ffbf9e094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,1412817.23,0.06,84769.03,2468.48,748186.85,0.11,0,0,0,0,0,0,0,0,55,47,4617275.23,0.06,277036.51,135001.96,2367242.5,0.06,47,26,2510079.49,0.06,150604.77,150604.77,1515505.42,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,62,6158391.54,0.11,677423.07,379800.01,4960384.27,0.06,0,0,0,0,0,0,0,0,0
477b02d99dd6c00c5ba852bb9a9e1f6c,芜湖市毕博诚设备有限责任公司,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,五金零售,芜湖市五一广场商住小区1号楼6号门面,芜湖市五一广场商住小区1号楼6号门面,吴木生,2017/12/15 0:00,芜湖市镜湖区赭麓公共服务中心,机电产品、仪器仪表、电线电缆、五金工具、机床设备、金属材料、工量磨具、家用电器销售。,500000,5,3178712108a683a5da54fcc28555ac26,王志强,6427a7311eaed730ab0173ec54ad793a,0,0,0,0,0,0,0,0,126,86,8524616.73,0.11,937707.84,937707.84,7039326.53,0.03,0,0,0,0,0,0,0,0,50,42,4163961.68,0.03,124918.85,0,3758568.28,0.06,23,15,1462253.73,0.03,43867.61,0,1204106.27,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,4462502.51,0.11,490875.28,27921.32,4208672.29,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8a642ed6a9ad20fb159472950db3d65,芜湖市浦华众城资源回收有限公司,批发和零售业,批发业,其他批发业,再生物资回收与批发,芜湖市鸠江区军滩行政村2号,芜湖市弋江区南瑞新城金坤园小高层2#楼602,张金富,2017/11/19 0:00,清水街道,废旧金属回收销售，废塑料、废纸回收；废旧设备回收；钢材回收利用销售。（以上经营范围，涉及前置许可的除外）。,1000000,8,4b02f37981a57cfd362ddb2976ba4116,李欣,ab8bc043161ae52c52d48015631fd342,128,67,6643630.76,0.17,1129417.23,412603.76,4216549.85,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,1436648.42,0.06,86198.91,0,842377.84,0.11,0,0,0,0,0,0,0,0,176,91,9021669.34,0.06,541300.16,251976.67,4822058.24,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,54,5305892.95,0.17,902001.8,622804.32,4653291.3,0.06,83,50,4958162.96,0.03,148744.89,0,4728650.97,0.11,0,0,0,0,0,0,0,0,0
828752f77ada1b8badf688bb8be59f9d,芜湖市诺依曼软件酒业销售有限公司,批发和零售业,批发业,食品、饮料及烟草制品批发,营养和保健品批发,芜湖市侨鸿国际凤凰花园4-M106门面,芜湖市侨鸿国际凤凰花园4-M106门面,黄澄,2017/7/17 0:00,芜湖市镜湖区滨江公共服务中心,预包装食品批发零售（许可证有效期至2013年11月17日）,1000000,5,9fe5ece23abab0c54d0fdfde6018a9b1,袁丹丹,aaa5b09813bd66aaa3526a164a6cc646,86,62,6180145.82,0.06,370808.75,0,3723381.66,0.17,0,0,0,0,0,0,0,0,54,36,3567353.27,0.17,606450.06,26508.54,3411420.69,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
